mine_request,mined,hardness,node_index,node_name,node_counter,node_identifier,blockchain_length,is_pool,number_of_nodes,mining_time
75,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,75,False,1,2.759359121322632
75,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,75,True,2,0.3284788131713867
76,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,76,False,1,2.7210309505462646
76,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,76,False,1,2.068615198135376
76,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,76,True,2,2.056432008743286
77,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,77,False,1,2.2418951988220215
77,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,77,False,1,2.2963449954986572
77,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,77,True,2,2.2911810874938965
78,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,78,False,1,0.6603908538818359
78,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,78,False,1,1.042341947555542
78,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,78,True,2,0.5964698791503906
79,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,79,False,1,0.9271039962768555
79,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,79,False,1,1.9382069110870361
79,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,79,True,2,1.480985164642334
80,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,80,False,1,3.0598950386047363
80,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,80,False,1,1.8592791557312012
80,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,80,True,2,1.4112138748168945
81,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,81,False,1,0.4089169502258301
81,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,81,False,1,0.036795854568481445
81,False,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,80,True,2,-
82,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,82,False,1,1.105173110961914
82,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,82,False,1,0.5878851413726807
82,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,82,True,2,0.7652332782745361
83,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,83,False,1,0.880363941192627
83,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,83,False,1,0.5361220836639404
83,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,83,True,2,1.0014519691467285
84,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,84,False,1,0.4215550422668457
