mine_request,mined,hardness,node_index,node_name,node_counter,node_identifier,blockchain_length,is_pool,number_of_nodes,mining_time
47,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
48,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
48,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,41.14928317070007
48,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,41.082616090774536
49,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
49,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,43.725714921951294
49,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,41.53458309173584
50,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
50,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,43.94051218032837
50,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
51,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
51,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,45.403538942337036
51,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,4,True,2,0.6625070571899414
52,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
52,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,47.68533802032471
52,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,46.75666809082031
53,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
53,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,47.6917040348053
53,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
54,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
54,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,49.76167821884155
54,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,49.5068359375
55,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
55,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,52.037888050079346
